"contracted","count_contr","elliptical_rate","origin","len.text"
"[""won't"", ""isn't""]",3e-04,0,"scientific",7383
"['and so on']",2e-04,0,"scientific",4338
"['and so on', 'and so on']",2e-04,0,"scientific",8227
"['and so on', 'and so on']",7e-04,0,"scientific",2673
"[""can't"", ""can't"", ""can't"", ""shouldn't"", ""isn't""]",7e-04,0,"scientific",7223
"['and so on', 'and so on', 'and so on', 'and so on']",0.0011,0,"scientific",3710
"[""isn't""]",1e-04,0,"scientific",9393
"[""won't""]",1e-04,0,"scientific",9870
"[""isn't""]",4e-04,0,"scientific",2495
"['and so on']",2e-04,0,"scientific",4805
"['and so on', 'and so on']",3e-04,0,"scientific",6624
"['and so on']",1e-04,0,"scientific",7490
"['and so on', 'and so on', 'and so on', ' Corona ']",7e-04,0,"scientific",5403
"['and so on']",3e-04,0,"scientific",3528
"[""can't"", ""can't"", ""isn't""]",9e-04,0,"scientific",3173
"['and so on']",1e-04,0,"scientific",6913
"['and so on']",1e-04,0,"scientific",15618
"['and so on']",5e-04,0,"scientific",2053
"[""hasn't""]",0.0011,0,"scientific",879
"[""can't""]",3e-04,0,"scientific",3687
"[""can't""]",2e-04,0,"scientific",5489
"[""can't"", ""can't"", ""haven't"", ""haven't"", ""won't""]",8e-04,0,"scientific",5996
"['and so on']",2e-04,0,"scientific",4981
"[""won't""]",2e-04,0,"scientific",4658
"[""Shouldn't""]",1e-04,0,"scientific",7258
"['and so on', 'and so on']",1e-04,0,"scientific",16134
"[""won't"", ""won't"", ""won't"", ""won't"", ""won't"", ""won't"", ""won't"", ""won't""]",3e-04,0,"scientific",29515
"[""can't""]",4e-04,0,"scientific",2322
"['and so on', ' corona ']",4e-04,0,"scientific",4488
"['and so on', ' Corona ', ' Corona ']",3e-04,0,"scientific",10898
"['and so on']",1e-04,0,"scientific",11808
"['and so on']",1e-04,0,"scientific",8365
"['and so on', 'and so on']",5e-04,0,"scientific",3755
"['and so on', 'and so on', 'and so on', ' corona ', ' corona ']",0,0,"scientific",159156
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', ""aren't""]",0.0012,0,"scientific",8420
"['and so on', 'and so on', 'and so on']",5e-04,0,"scientific",5919
"[""can't""]",4e-04,0,"scientific",2297
"['and so on']",2e-04,0,"scientific",5540
"[""isn't""]",1e-04,0,"scientific",8178
"[""aren't"", ""haven't""]",1e-04,0,"scientific",14571
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', ' corona ']",6e-04,8.08930593755056e-05,"scientific",12365
"[""can't"", ""shouldn't""]",2e-04,0,"scientific",11110
"[""aren't""]",2e-04,0,"scientific",6437
"['and so on']",0,0,"scientific",22626
"[""isn't""]",2e-04,0,"scientific",5581
"['and so on']",2e-04,0,"scientific",5445
"[""can't"", ""can't"", ""can't"", '""Corona ']",0.0012,0,"scientific",3414
"[""won't""]",8e-04,0,"scientific",1294
"[""can't"", ""haven't"", ""won't""]",0.0016,0,"scientific",1915
"[""can't"", ""won't""]",9e-04,0,"scientific",2220
"[""can't""]",2e-04,0,"scientific",6463
"['China virus']",3e-04,0,"scientific",3618
"['Asian virus']",2e-04,0,"scientific",4788
"['and so on']",1e-04,0,"scientific",13472
"['and so on', 'and so on']",0.0039,0,"scientific",517
"[""hasn't"", '(corona ']",6e-04,0,"scientific",3232
"['and so on']",2e-04,0,"scientific",5691
"[""shouldn't""]",2e-04,0,"scientific",4621
"[""won't"", ' corona ', ' corona ']",0.0022,0,"scientific",1360
"[""hasn't"", '-corona ']",0,6.22447963350264e-06,"scientific",160811
"['and so on']",4e-04,0,"scientific",2434
"[""isn't""]",1e-04,0,"scientific",10980
"[""isn't""]",3e-04,0,"scientific",3867
"['and so on', 'and so on']",3e-04,0,"scientific",7651
"['and so on', 'and so on', 'and so on']",0.0021,0,"scientific",1428
"['and so on', 'and so on', 'and so on']",7e-04,0,"scientific",4080
"[""isn't""]",1e-04,0,"scientific",7774
"['and so on']",3e-04,0,"scientific",3644
"['and so on', 'and so on', ""can't"", ""can't""]",2e-04,0,"scientific",17999
"['and so on']",3e-04,0,"scientific",3801
"['and so on', 'and so on', ""can't"", ""can't""]",4e-04,0,"scientific",11987
"['and so on', '""corona,']",3e-04,0,"scientific",7003
"[""hasn't""]",3e-04,0,"scientific",3642
"[""can't""]",5e-04,0,"scientific",2044
"[""aren't"", ""can't""]",2e-04,0,"scientific",9883
"['and so on']",2e-04,0,"scientific",4647
"[""aren't"", ""aren't""]",5e-04,0,"scientific",3813
"['and so on']",2e-04,0,"scientific",6153
"['and so on']",2e-04,0,"scientific",4339
"['and so on', 'and so on']",2e-04,0,"scientific",10581
"['and so on']",2e-04,0,"scientific",4991
"[""isn't""]",2e-04,0,"scientific",5886
"['and so on', 'and so on']",6e-04,0,"scientific",3633
"['and so on', 'and so on', 'and so on', 'and so on']",0,5.81571172680113e-06,"scientific",171953
"[""won't""]",2e-04,0,"scientific",5732
"[""isn't""]",3e-04,0,"scientific",3368
"[""can't"", ""isn't""]",0.0012,0,"scientific",1683
"['and so on']",1e-04,0,"scientific",6669
"['and so on', 'and so on']",4e-04,0,"scientific",4636
"[""isn't""]",2e-04,0,"scientific",4566
"[""aren't""]",2e-04,0,"scientific",6624
"[""haven't""]",2e-04,0,"scientific",4181
"['and so on']",2e-04,0,"scientific",6559
"[""can't"", ""can't""]",2e-04,0,"scientific",13280
"['and so on']",1e-04,0,"scientific",11854
"[""can't""]",2e-04,0,"scientific",4171
"['and so on', 'and so on', 'and so on']",3e-04,0,"scientific",10834
"['And so on', ' corona ']",3e-04,0,"scientific",6016
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on']",4e-04,0,"scientific",12593
"['and so on', 'and so on', ' corona,']",6e-04,0,"scientific",5355
"[""can't""]",0,0,"scientific",34725
"[""can't"", ""can't"", ""can't"", ""can't""]",5e-04,0,"scientific",7882
"[""won't""]",3e-04,0,"scientific",3705
"[""can't"", ""can't"", ""can't"", ""hasn't"", ""won't"", ""isn't""]",0.0013,0,"scientific",4778
"[""can't""]",1e-04,0,"scientific",8743
"[""Aren't""]",2e-04,0,"scientific",6305
"[""can't""]",3e-04,0,"scientific",3244
"['and so on', ' corona.']",4e-04,0,"scientific",5082
"['and so on']",3e-04,0,"scientific",3899
"['and so on']",4e-04,0,"scientific",2397
"[""can't"", ""can't""]",3e-04,0,"scientific",6389
"['and so on']",6e-04,0,"scientific",1686
"['and so on']",0,0,"scientific",38627
"['and so on']",1e-04,0,"scientific",14137
"['and so on']",0,4.30235209589082e-06,"scientific",232435
"[""can't"", ' corona ']",8e-04,0,"scientific",2492
"[""aren't""]",2e-04,0,"scientific",4987
"['and so on', 'and so on']",1e-04,0,"scientific",17805
"[""can't"", ""can't"", ' corona ', ' corona ']",0.0011,0,"scientific",3523
"['and so on']",2e-04,0,"scientific",5696
"[""can't""]",0.0018,0,"scientific",565
"[""can't"", ""can't""]",4e-04,0,"scientific",5529
"['and so on', ""can't""]",3e-04,0,"scientific",7033
"[""won't""]",4e-04,0,"scientific",2356
"[""can't""]",2e-04,0,"scientific",5517
"['and so on']",1e-04,0,"scientific",12871
"['and so on']",0,0,"scientific",54915
"[""can't"", ""can't""]",4e-04,0,"scientific",5222
"[""won't"", ""won't"", ""won't""]",0.0024,0,"scientific",1226
"['and so on']",1e-04,0,"scientific",8190
"[""won't""]",1e-04,0,"scientific",10182
"[""can't""]",1e-04,0,"scientific",13037
"[""can't""]",8e-04,0,"scientific",1304
"[""can't""]",8e-04,0,"scientific",1328
"[""haven't"", ""haven't"", ""isn't""]",0,0,"scientific",75639
"['and so on', 'and so on', 'and so on', 'and so on']",8e-04,0,"scientific",5149
"['and so on']",1e-04,0,"scientific",9804
"[""hasn't"", ' corona ', '(corona ']",7e-04,0,"scientific",4097
"['and so on', 'and so on']",4e-04,0,"scientific",5505
"['and so on']",2e-04,0,"scientific",4860
"[""can't"", ""can't"", ""can't"", ""haven't"", ""won't"", ""won't""]",5e-04,0,"scientific",11240
"[""can't"", ""haven't""]",7e-04,0,"scientific",2965
"['and so on']",1e-04,0,"scientific",8093
"['and so on', ' corona ', ' corona ', ' corona ', ' corona ']",0.001,0,"scientific",4984
"[""can't"", ' corona ', ' corona ', ' corona ']",8e-04,0,"scientific",5131
"[""can't""]",3e-04,0,"scientific",3494
"[""aren't""]",2e-04,0,"scientific",4581
"[""isn't""]",2e-04,0,"scientific",4347
"['and so on']",8e-04,0,"scientific",1325
"[""can't""]",0.0011,0,"scientific",899
"[""hasn't""]",3e-04,0,"scientific",3831
"['and so on']",2e-04,0,"scientific",5842
"['and so on']",1e-04,0,"scientific",10695
"[""haven't""]",4e-04,0,"scientific",2726
"[""can't"", ""can't"", ""isn't""]",8e-04,0,"scientific",3875
"['and so on']",2e-04,0,"scientific",4983
"[""isn't""]",0,5.24521374246001e-05,"scientific",38130
"[""haven't"", ""won't""]",3e-04,0,"scientific",6897
"[""won't""]",1e-04,0,"scientific",9072
"[""hasn't""]",3e-04,0,"scientific",3306
"['and so on']",2e-04,0,"scientific",4227
"[""hasn't""]",2e-04,0,"scientific",5813
"[""haven't""]",4e-04,0,"scientific",2436
"[""can't"", ""can't"", ""can't"", ""can't"", ""can't"", ' gonna ', ' gonna ']",0.0012,0,"scientific",5678
"[""aren't"", ' corona ', ' corona ', ' corona ', ' Corona ']",6e-04,0,"scientific",8793
"['and so on', 'and so on', 'and so on', 'and so on']",0.001,0,"scientific",3884
"[""can't""]",1e-04,0,"scientific",10358
"[""aren't""]",4e-04,0,"scientific",2807
"[""aren't"", ""aren't"", ""won't"", ""won't""]",9e-04,0,"scientific",4565
"['and so on']",1e-04,0,"scientific",7453
"[""can't""]",0,3.57624372816256e-06,"scientific",279653
"[""can't"", ""can't"", ""won't"", ""won't"", ""isn't""]",9e-04,0,"scientific",5874
"['and so on', 'and so on']",5e-04,0,"scientific",3956
"[""haven't""]",4e-04,0,"scientific",2586
"['and so on']",0.0012,0,"scientific",841
"['and so on']",2e-04,0,"scientific",4816
"['and so on', ""shouldn't""]",6e-04,0,"scientific",3149
"['and so on']",1e-04,0,"scientific",12055
"['china virus', ' corona ', '-corona*']",4e-04,0,"scientific",7732
"['and so on']",4e-04,0,"scientific",2484
"['and so on', 'and so on']",7e-04,0,"scientific",2788
"['and so on']",3e-04,0,"scientific",3701
"['and so on', 'and so on', 'and so on', 'and so on', ""shouldn't""]",3e-04,0,"scientific",19298
"['and so on', ' corona ']",1e-04,0,"scientific",16013
"[""haven't"", ""hasn't"", ""isn't""]",1e-04,0,"scientific",30711
"[""isn't""]",4e-04,0,"scientific",2366
"[""can't""]",5e-04,0,"scientific",2050
"[""won't""]",1e-04,0,"scientific",9019
"['and so on', 'and so on']",5e-04,0,"scientific",4381
"['and so on', 'and so on']",0.0011,0,"scientific",1871
"['and so on']",2e-04,0,"scientific",5625
"['and so on']",0,0,"scientific",29800
"[""haven't""]",3e-04,0,"scientific",3042
"[""can't"", ""haven't"", ""hasn't""]",4e-04,0,"scientific",7272
"['and so on', 'and so on']",3e-04,0,"scientific",6681
"['and so on']",2e-04,0,"scientific",6173
"[""won't""]",2e-04,0,"scientific",6208
"[""won't""]",2e-04,0,"scientific",5949
"['and so on']",2e-04,0,"scientific",5488
"['and so on']",1e-04,0,"scientific",10905
"[""won't""]",1e-04,0,"scientific",8169
"['and so on']",1e-04,0,"scientific",9407
"['and so on']",2e-04,0,"scientific",4023
"['and so on']",1e-04,0,"scientific",6887
"[""can't""]",3e-04,0,"scientific",3747
"['and so on', 'and so on', 'and so on']",0.0012,0,"scientific",2492
"[""aren't"", ""can't"", ""can't"", ""hasn't"", ""hasn't"", ""isn't"", ""isn't""]",1e-04,9.71345313258863e-06,"scientific",102954
"['and so on']",6e-04,0,"scientific",1562
"[""can't"", ""can't"", ""can't"", ""won't"", ""won't"", ""won't"", ""won't"", ""won't"", ""won't""]",0.0022,0,"scientific",4042
"['and so on']",1e-04,0,"scientific",12151
"[""can't"", ""can't"", ""hasn't"", ""hasn't""]",0,0,"scientific",163543
"['and so on']",4e-04,0,"scientific",2568
"[""isn't""]",1e-04,0,"scientific",12877
"[""haven't""]",4e-04,0,"scientific",2313
"[""can't"", ' corona ']",4e-04,0,"scientific",5368
"['and so on', 'and so on', 'and so on']",8e-04,0,"scientific",3703
"[""aren't"", ""isn't"", ""isn't"", ""isn't"", ""isn't"", ""isn't"", ' corona ']",0.002,0,"scientific",3553
"['and so on', ' corona ']",8e-04,0,"scientific",2646
"[""can't""]",0.002,0,"scientific",510
"[""aren't""]",1e-04,0,"scientific",7358
"[""can't"", ""can't""]",0,0,"scientific",135851
"['and so on']",1e-04,0,"scientific",6847
"['and so on', 'and so on']",7e-04,0,"scientific",2849
"['and so on']",2e-04,0,"scientific",5498
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', ""aren't"", ""aren't"", ""Isn't"", ' corona,', "" corona'"", "" corona'"", "" corona'"", ' corona ']",4e-04,0,"scientific",45345
"[""can't""]",0,0,"scientific",44526
"[""won't""]",1e-04,0,"scientific",7530
"[""isn't""]",0,0,"scientific",25542
"['and so on', ""hasn't"", ""won't"", ""won't"", ""won't"", ""isn't"", ""isn't"", ""isn't"", ""isn't""]",0.0016,0,"scientific",5794
"['and so on']",2e-04,0,"scientific",4581
"['and so on']",8e-04,0,"scientific",1212
"[""aren't""]",1e-04,0,"scientific",8213
"['and so on']",1e-04,0,"scientific",8768
"['China virus']",2e-04,0,"scientific",5257
"[""aren't"", ""can't"", ""isn't""]",4e-04,0,"scientific",6932
"[""isn't""]",6e-04,0,"scientific",1543
"[""can't""]",2e-04,0,"scientific",6377
"['and so on', 'and so on']",8e-04,0,"scientific",2463
"['and so on', ""can't"", ""can't""]",0.0017,0,"scientific",1767
"[""won't""]",2e-04,0,"scientific",4667
"[""haven't"", ""haven't""]",0,9.75533616888438e-06,"scientific",102514
"['and so on']",2e-04,0,"scientific",4966
"['and so on', 'and so on', 'and so on', 'and so on', ' Corona ']",8e-04,0,"scientific",6017
"['and so on']",1e-04,0,"scientific",8457
"['and so on']",1e-04,0,"scientific",7902
"['and so on']",5e-04,0,"scientific",2214
"[""aren't""]",3e-04,0,"scientific",3781
"[""won't"", ""won't"", ""won't"", ""won't"", ""won't"", ""won't"", ""won't"", ""won't"", ""won't"", ""won't"", ""won't"", ""won't"", ""won't"", ""won't"", ""won't"", ""won't""]",0.0011,0,"scientific",14092
"[""haven't"", ' corona,', ""'corona,""]",6e-04,0,"scientific",5396
"['and so on', 'and so on']",3e-04,0,"scientific",7619
"['and so on']",3e-04,0,"scientific",3456
"['and so on']",5e-04,0,"scientific",1918
"[""can't""]",3e-04,0,"scientific",3698
"[""aren't"", ""haven't"", ""hasn't""]",3e-04,0,"scientific",9242
"[""haven't""]",1e-04,0,"scientific",7083
"['and so on', 'and so on', 'and so on']",5e-04,0,"scientific",6480
"['and so on']",2e-04,0,"scientific",5020
"['and so on']",3e-04,0,"scientific",3533
"['and so on', ' Corona ']",4e-04,0,"scientific",5862
"['and so on']",5e-04,0,"scientific",2096
"[""won't""]",5e-04,0,"scientific",1933
"[""can't""]",6e-04,0,"scientific",1793
"['and so on']",1e-04,0,"scientific",11194
"['and so on']",1e-04,0,"scientific",12991
"[""won't"", ""won't"", ' corona ']",0.0014,0,"scientific",2113
"[""can't""]",0,1.44059006569091e-05,"scientific",69430
"[""haven't"", ' corona ']",7e-04,0,"scientific",3029
"[""haven't""]",2e-04,0,"scientific",6442
"[""can't""]",1e-04,0,"scientific",7601
"[""can't""]",4e-04,0,"scientific",2736
"['and so on', 'and so on', 'China virus']",3e-04,0,"scientific",9486
"['and so on', 'and so on', 'and so on', 'and so on']",4e-04,0,"scientific",11220
"['and so on']",5e-04,0,"scientific",1900
"[""can't"", ""haven't"", ""hasn't""]",3e-04,0,"scientific",9917
"['and so on', 'and so on', 'and so on']",0.0012,0,"scientific",2449
"['and so on']",3e-04,0,"scientific",3463
"[""won't""]",3e-04,0,"scientific",3271
"['and so on']",4e-04,0,"scientific",2769
"['and so on']",2e-04,0,"scientific",4978
"['and so on', ' corona ']",2e-04,0,"scientific",9589
"[""isn't""]",2e-04,0,"scientific",4619
"[""can't"", ""haven't""]",1e-04,0,"scientific",23193
"['and so on']",2e-04,0,"scientific",6664
"[""can't""]",4e-04,0,"scientific",2846
"[""won't""]",2e-04,0,"scientific",4498
"[""Won't""]",9e-04,0,"scientific",1167
"['and so on', 'and so on', 'and so on', 'and so on']",5e-04,0,"scientific",7323
"['and so on']",1e-04,0,"scientific",8379
"['and so on']",2e-04,0,"scientific",6000
"[""Shouldn't""]",7e-04,0,"scientific",1383
"[""won't"", ' Corona ', ' Corona ']",2e-04,0,"scientific",16283
"['and so on', 'and so on', 'and so on', 'and so on']",3e-04,0,"scientific",12039
"['and so on', 'and so on']",3e-04,0,"scientific",6780
"[""isn't""]",0.0059,0,"scientific",169
"['and so on']",6e-04,0,"scientific",1742
"['and so on']",1e-04,0,"scientific",8184
"[""can't""]",0,8.20943921320735e-06,"scientific",121841
"['and so on']",2e-04,0,"scientific",6308
"['and so on']",1e-04,0,"scientific",8192
"[""haven't""]",2e-04,0,"scientific",6011
"[""won't""]",2e-04,0,"scientific",4561
"[""aren't"", ""can't""]",1e-04,0,"scientific",15657
"['and so on']",2e-04,0,"scientific",6218
"['and so on']",5e-04,0,"scientific",1852
"['and so on', 'and so on']",5e-04,0,"scientific",3761
"[""haven't""]",5e-04,0,"scientific",1850
"[""won't""]",3e-04,0,"scientific",3142
"['and so on', 'and so on']",3e-04,0,"scientific",6490
"[""won't""]",3e-04,0,"scientific",3765
"[""can't"", ""can't"", ""can't"", ""can't"", ""can't"", ""can't"", ""can't""]",7e-04,0,"scientific",10183
"['and so on']",1e-04,0,"scientific",9262
"[""haven't""]",3e-04,0,"scientific",3707
"[""haven't"", ""shouldn't""]",7e-04,0,"scientific",2743
"['and so on']",1e-04,0,"scientific",11157
"[""can't""]",0,0,"scientific",79436
"[""haven't""]",2e-04,0,"scientific",4482
"['and so on']",2e-04,0,"scientific",4033
"['and so on', 'and so on', '""corona ']",4e-04,0,"scientific",8376
"[""won't""]",0.0012,0,"scientific",836
"[""can't""]",0,0,"scientific",178826
"['and so on', 'and so on', 'and so on']",4e-04,0,"scientific",8193
"['and so on']",3e-04,0,"scientific",3947
"['and so on']",1e-04,0,"scientific",7802
"['and so on']",2e-04,0,"scientific",4421
"['and so on']",3e-04,0,"scientific",3976
"['and so on']",2e-04,0,"scientific",5919
"['and so on', 'and so on']",5e-04,0,"scientific",4257
"['and so on']",1e-04,0,"scientific",12811
"['and so on']",8e-04,0,"scientific",1223
"['and so on']",1e-04,0,"scientific",7174
"[""isn't""]",1e-04,0,"scientific",6972
"['and so on']",3e-04,0,"scientific",3871
"['and so on', 'and so on', 'and so on', ' Corona ']",0,0,"scientific",99374
"[""Haven't""]",2e-04,0,"scientific",6255
"[""can't""]",8e-04,0,"scientific",1284
"[""isn't""]",3e-04,0,"scientific",3761
"['and so on']",2e-04,0,"scientific",6177
"[""isn't""]",2e-04,0,"scientific",4373
"[""Shouldn't""]",0.001,0,"scientific",1041
"['and so on', ""can't"", ""can't"", ""can't"", ""can't"", ""haven't"", ""haven't"", ""haven't"", ""haven't"", ""won't""]",0.0039,0,"scientific",2589
"[""isn't"", ' corona ']",9e-04,0,"scientific",2277
"[""isn't""]",0,2.17768454061745e-05,"scientific",137762
"['and so on', 'and so on']",3e-04,0,"scientific",7046
"['and so on']",4e-04,0,"scientific",2311
"['and so on', 'and so on']",7e-04,0,"scientific",2965
"[""isn't""]",3e-04,0,"scientific",2922
"['and so on']",2e-04,0,"scientific",4872
"['and so on', 'and so on', 'and so on', 'and so on']",1e-04,2.74393590165734e-05,"scientific",36188
"['and so on']",2e-04,0,"scientific",5827
"['and so on', 'and so on']",3e-04,0,"scientific",6148
"[""hasn't""]",0,7.25410400934329e-06,"scientific",137870
"['and so on']",0,0,"scientific",33495
"['and so on']",1e-04,0,"scientific",8581
"['and so on']",3e-04,0,"scientific",3523
"['and so on', 'and so on']",5e-04,0,"scientific",4215
"[""can't"", ""can't"", ""can't"", ""won't""]",5e-04,0,"scientific",8424
"['and so on']",0,0,"scientific",35784
"['and so on']",1e-04,0,"scientific",8796
"['and so on']",5e-04,0,"scientific",2191
"['and so on']",1e-04,0,"scientific",8046
"['and so on']",0.0012,0,"scientific",803
"[""can't""]",2e-04,0,"scientific",4650
"['and so on']",2e-04,0,"scientific",5959
"[""shouldn't""]",0.0022,0,"scientific",462
"['and so on', 'and so on', 'and so on', 'and so on']",7e-04,0,"scientific",6103
"['and so on']",2e-04,0,"scientific",4124
"['and so on']",5e-04,0,"scientific",2006
"['and so on']",1e-04,0,"scientific",7621
"[""can't""]",2e-04,0,"scientific",4363
"['and so on']",1e-04,0,"scientific",9611
"[""aren't"", ""can't"", ' corona ']",2e-04,0,"scientific",12601
"['and so on']",2e-04,0,"scientific",5001
"['and so on']",2e-04,0,"scientific",5465
"['and so on']",1e-04,0,"scientific",8781
"[""aren't""]",3e-04,0.000285469597487868,"scientific",3503
"['and so on']",1e-04,0,"scientific",11242
"[""shouldn't"", ""isn't""]",3e-04,0,"scientific",7992
"[""can't""]",2e-04,0,"scientific",5698
"['and so on']",1e-04,0,"scientific",7789
"['and so on']",2e-04,0.000229885057471264,"scientific",4350
"[""can't""]",4e-04,0,"scientific",2501
"['and so on']",4e-04,0,"scientific",2668
"['and so on', 'and so on']",2e-04,0.000121921482565228,"scientific",8040
"['and so on']",5e-04,0,"scientific",1935
"['and so on']",4e-04,0,"scientific",2654
"['and so on']",0,0,"scientific",30247
"[""hasn't""]",4e-04,0,"scientific",2336
"['and so on']",3e-04,0,"scientific",3459
"['and so on', ' Corona ', ' Corona ', ' Corona ', '.Corona ', ' corona ', ' corona ', ' Corona ', ' Corona ', ' Corona ', ' corona ']",0.0029,0,"scientific",3811
"['and so on']",5e-04,0,"scientific",2018
"['and so on']",3e-04,0,"scientific",3673
"['and so on']",0,0,"scientific",21928
"['and so on']",3e-04,0,"scientific",3468
"['and so on']",2e-04,0,"scientific",5011
"['and so on']",1e-04,0,"scientific",10499
"['and so on', 'and so on', 'and so on']",7e-04,0,"scientific",3982
"['and so on']",2e-04,0,"scientific",6119
"['and so on', '“corona”', ' corona ', ' corona ', ' corona ', ' corona.']",9e-04,0,"scientific",6808
"[""can't"", ""can't"", ' Corona ', ' corona ']",8e-04,0,"scientific",5248
"['and so on']",2e-04,0,"scientific",5130
"['China virus']",3e-04,0,"scientific",3475
"['and so on']",1e-04,0,"scientific",11877
"['and so on']",1e-04,0,"scientific",7604
"['and so on', ""won't""]",5e-04,0,"scientific",4361
"['and so on']",2e-04,0,"scientific",6092
"[""won't""]",2e-04,0,"scientific",5909
"['and so on', 'and so on']",7e-04,0,"scientific",2777
"['asian virus']",1e-04,0,"scientific",7592
"['and so on']",0,0,"scientific",21438
"['and so on']",2e-04,0,"scientific",6573
"[""can't"", ""won't"", ""shouldn't"", ""shouldn't"", ' corona ']",7e-04,0,"scientific",7260
"['and so on']",4e-04,0,"scientific",2380
"['and so on']",4e-04,0,"scientific",2483
"['and so on']",1e-04,0,"scientific",8314
"['and so on']",5e-04,0,"scientific",2203
"[""aren't"", ""hasn't"", ' corona ']",0.0015,0,"scientific",1993
"['and so on', 'and so on']",3e-04,0,"scientific",7446
"[""Isn't""]",2e-04,0,"scientific",6090
"['and so on']",3e-04,0,"scientific",3668
"['and so on', ' corona ']",5e-04,0,"scientific",3870
"[""can't""]",3e-04,0,"scientific",3533
"['and so on']",2e-04,0,"scientific",4754
"['and so on', 'and so on', 'and so on', 'and so on']",7e-04,0,"scientific",5450
"['and so on']",2e-04,0,"scientific",6398
"['and so on', 'and so on', 'and so on']",4e-04,0,"scientific",6722
"['and so on']",2e-04,0,"scientific",6510
"['and so on']",3e-04,0,"scientific",2990
"['and so on']",2e-04,0,"scientific",5126
"[""can't""]",3e-04,0,"scientific",3232
"[""isn't""]",3e-04,0,"scientific",3736
"['and so on']",6e-04,0,"scientific",1632
"['and so on']",1e-04,0,"scientific",8462
"['Boomer remover']",9e-04,0,"scientific",1139
"['and so on']",1e-04,0,"scientific",8500
"[""can't"", ""haven't"", ""hasn't""]",6e-04,0,"scientific",4643
"['and so on', 'and so on']",7e-04,0,"scientific",2826
"[""aren't""]",6e-04,0,"scientific",1611
"[""can't""]",5e-04,0,"scientific",2071
"['and so on', 'and so on']",1e-04,0,"scientific",20180
"['and so on']",2e-04,0,"scientific",5520
"['and so on']",3e-04,0,"scientific",3759
"['and so on', ' Corona ']",0.0012,0,"scientific",1712
"['and so on', ' Corona ']",6e-04,0,"scientific",3180
"['and so on']",0,0,"scientific",41559
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on']",9e-04,0,"scientific",5695
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on']",0.0015,0,"scientific",3444
"['and so on']",3e-04,0,"scientific",3079
"['and so on']",3e-04,0,"scientific",3563
"['and so on']",2e-04,0,"scientific",5579
"[""can't""]",1e-04,0,"scientific",12650
"['and so on', 'and so on', 'and so on']",2e-04,0,"scientific",14827
"['and so on', 'and so on']",2e-04,0,"scientific",9289
"['and so on', ' corona.']",6e-04,0,"scientific",3252
"['and so on']",2e-04,0,"scientific",4287
"[""isn't""]",1e-04,0,"scientific",6791
"['Asian virus']",1e-04,0,"scientific",7593
"['and so on']",1e-04,0,"scientific",8227
"[""can't"", ""can't""]",0.002,0,"scientific",982
"['and so on']",2e-04,0,"scientific",6098
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', ' Corona ']",0.0022,0,"scientific",6436
"['and so on', ' Corona ', ""'corona’"", ' corona ']",0.0012,0,"scientific",3241
"['and so on']",5e-04,0,"scientific",2150
"[""aren't"", ""haven't"", ""won't"", ""isn't""]",0.0032,0,"scientific",1265
"['and so on', 'China virus', '‘corona ', ' corona ']",4e-04,0,"scientific",9818
"['China Virus', '“Corona”', '“Corona”', ' Corona1', ' Corona ']",3e-04,0,"scientific",14768
"[""aren't""]",2e-04,0,"scientific",4643
"['and so on']",5e-04,0,"scientific",1900
"['and so on']",3e-04,0,"scientific",3168
"['and so on']",4e-04,0,"scientific",2395
"[""isn't""]",5e-04,0,"scientific",2079
"[""can't"", ""can't""]",5e-04,0,"scientific",4128
"['and so on', 'and so on']",9e-04,0,"scientific",2154
"['and so on']",3e-04,0,"scientific",3150
"[""can't"", ""can't"", ""haven't"", ""shouldn't"", ' Corona.', ' Corona.']",0.0014,0,"scientific",4331
"['and so on', ' corona ']",1e-04,0,"scientific",19849
"['and so on']",1e-04,0,"scientific",7545
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', ' Corona ', ' Corona\n', ' corona,', ' Corona\n', ' corona’', ' corona’', ' corona’', ' corona ']",3e-04,0,"scientific",52352
"['and so on']",0,0,"scientific",109275
"['and so on', 'and so on', 'and so on']",6e-04,0,"scientific",4571
"['and so on']",2e-04,0,"scientific",6208
"['and so on']",5e-04,0,"scientific",2093
"[""won't""]",3e-04,0,"scientific",2968
"['and so on']",1e-04,0,"scientific",7233
"[""shouldn't"", ' corona ']",1e-04,0,"scientific",16141
"[""can't""]",4e-04,0,"scientific",2336
"['and so on']",2e-04,0,"scientific",4128
"['and so on']",2e-04,0,"scientific",6473
"['and so on']",2e-04,0,"scientific",5580
"[""can't"", ""can't""]",3e-04,0,"scientific",6501
"['and so on']",1e-04,0,"scientific",10219
"['and so on']",2e-04,0,"scientific",4524
